,Id,Tweet Time,Url,Tweet Text,Likes Count,Reply Count,Retweet Count,Retweeted Tweet,User Id,User Name,User Location,Follower Count,Following Count
8449,1497158177757884419,2022-02-25 10:35:00+00:00,https://twitter.com/__Bungs/status/1497158177757884419,@mahesa_rini2 Pasti bisa bikin 🙄😁,0,0,0,,,,,,
8450,1497157806792712195,2022-02-25 10:33:31+00:00,https://twitter.com/__Bungs/status/1497157806792712195,"@ellenmine1 Ada beberapa seperti itu akhirnya ngga punya temen , tiap hari ngebandingin ini itu ... betul mba ellen yang kek gitu kurang bersyukur",1,0,0,,1102514853254594561,ellenmine1,Indonesia,3632.0,3649.0
8451,1497153365981028355,2022-02-25 10:15:52+00:00,https://twitter.com/__Bungs/status/1497153365981028355,@mahesa_rini2 Kok tau 🙄,0,0,0,,,,,,
8452,1497152868465274880,2022-02-25 10:13:54+00:00,https://twitter.com/__Bungs/status/1497152868465274880,@ellenmine1 Seolah2 mereka ada di tengah tapi tujuannya beda 😂,1,1,0,,1102514853254594561,ellenmine1,Indonesia,3632.0,3649.0
8453,1497151743078977538,2022-02-25 10:09:25+00:00,https://twitter.com/__Bungs/status/1497151743078977538,@ellenmine1 Pasti ada aset disana karsna banyak penghasut 😁,1,1,0,,1102514853254594561,ellenmine1,Indonesia,3632.0,3649.0
8454,1497148867699044353,2022-02-25 09:58:00+00:00,https://twitter.com/__Bungs/status/1497148867699044353,@mbak_londoaiue Jadi inget ting2 kacang dari salatiga 😋😁,0,0,0,,1314883599280205826,mbak_londoaiue,lorong sanubari,12106.0,945.0
8455,1497148504145158144,2022-02-25 09:56:33+00:00,https://twitter.com/__Bungs/status/1497148504145158144,Ckckck 🤦🏼‍♂️ https://t.co/peI6y3Tt0Q,4,0,1,,,,,,
8456,1497147664999219200,2022-02-25 09:53:13+00:00,https://twitter.com/__Bungs/status/1497147664999219200,@mbak_londoaiue Salah satunya 👍🏻,1,1,0,,1314883599280205826,mbak_londoaiue,lorong sanubari,12106.0,945.0
8457,1497146922145968128,2022-02-25 09:50:16+00:00,https://twitter.com/__Bungs/status/1497146922145968128,@_memoryusang Berarti ada unsur bisnis karena ada aset yang diperjuangkan,1,0,0,,1340576950381760513,_memoryusang,,17180.0,5935.0
8458,1497145664454549506,2022-02-25 09:45:16+00:00,https://twitter.com/__Bungs/status/1497145664454549506,Failure does not shape you; the way you respond to failure shapes you...☕️,7,0,0,,,,,,
8459,1497142150873579522,2022-02-25 09:31:18+00:00,https://twitter.com/__Bungs/status/1497142150873579522,"Siapa pihak yang diuntungkan dalam situasi perang ?, dan kalau rugi sudah pasti banyak dari lokasi yang hancur apalagi korban berjatuhan semakin banyak...☕️",17,8,1,,,,,,
